"","latitude","longitude"
"1181400",36.6044,-121.6711
"1181555",36.3532,-121.8183
"1181764",36.5902,-121.9054
"1181918",36.7282,-121.6562
"1182967",36.6702,-121.6811
"1183543",36.5794,-121.9184
"1184029",36.6732,-121.7836
"1184997",36.3539,-121.5766
"1185686",36.6027,-121.9409
"1185956",35.8437,-121.3965
"1186066",38.5764,-122.578
"1187088",38.4891,-122.4623
"1187258",38.1694,-122.2605
"1187331",38.301,-122.2628
"1188234",39.3067,-121.0399
"1189275",39.3174,-120.4517
"1189396",39.1043,-121.0565
"1189532",39.1059,-121.0893
"1189692",39.0322,-121.0774
"1190763",39.1198,-121.0599
"1191783",39.2683,-121.1211
"1192629",39.1034,-121.0579
"1192745",39.2288,-121.0595
"1192746",39.1863,-120.993
"1193625",39.2382,-121.0463
"1194702",39.1943,-121.0917
"1195720",39.2384,-121.0058
"1196791",39.1071,-121.0082
"1197342",39.3647,-120.1039
"1197582",33.8291,-117.77
"1198440",33.5285,-117.7203
"1198951",33.7455,-117.6199
"1200019",33.4977,-117.7387
"1200051",33.5093,-117.728
"1200062",33.6516,-117.8919
"1200150",33.5894,-117.8652
"1201202",33.6239,-117.6275
"1201410",33.5954,-117.6442
"1202489",33.4466,-117.6488
"1202507",33.8632,-117.7918
"1203573",33.689,-117.664
"1203591",33.6399,-117.8381
"1203902",33.5633,-117.6394
"1204906",33.7183,-117.7721
"1205883",33.7753,-117.9462
"1205930",33.847,-117.7871
"1206633",33.8261,-117.7781
"1207699",33.6321,-117.6909
"1207955",33.6645,-117.6264
"1209033",33.746,-117.6217
"1209773",33.8521,-117.7469
"1210827",33.69,-117.6604
"1210948",33.7655,-117.8878
"1211848",33.6852,-117.9743
"1212660",33.5692,-117.6362
"1212850",33.684,-117.6073
"1212983",33.6654,-117.5891
"1213441",33.5289,-117.757
"1214103",33.6652,-117.7907
"1214234",33.8167,-118.055
"1214360",33.5978,-117.6795
"1214978",39.3021,-120.3837
"1216056",38.7802,-121.3766
"1217003",38.7626,-121.2794
"1217004",38.8472,-121.1584
"1217940",39.061,-120.9911
"1218933",38.851,-121.123
"1219969",38.8423,-121.2837
"1220408",38.8175,-121.2436
"1221015",38.7399,-121.2575
"1221963",38.7797,-121.299
"1222077",38.9962,-120.986
"1223138",39.0555,-120.9884
"1223141",38.7695,-121.2282
"1223237",38.9629,-121.1153
"1223466",38.8684,-121.1366
"1224331",38.8088,-121.286
"1225265",38.9602,-121.0923
"1225548",39.9191,-121.1001
"1226280",40.3114,-121.2249
"1226396",39.9384,-120.905
"1226854",39.8179,-120.3158
"1227384",33.7631,-116.735
"1228192",33.8212,-116.3978
"1228201",33.7527,-116.9196
"1229274",33.7307,-117.4276
"1230353",33.6574,-117.3808
"1230464",33.908,-117.548
"1231511",33.8262,-117.365
"1232293",33.9543,-117.012
"1233340",33.9793,-117.4541
"1233462",33.9059,-117.5178
"1234535",33.9354,-117.3526
"1235130",33.9254,-117.5816
"1235236",33.8648,-117.6065
"1235254",33.7711,-116.301
"1235668",33.8209,-117.4051
"1236743",33.6922,-117.3959
"1237193",34.0158,-117.4498
"1238245",33.9689,-117.3883
"1238752",33.9406,-117.2964
"1239341",33.9979,-116.9863
"1239503",33.6081,-117.1878
"1240475",33.9612,-116.9918
"1241196",33.7539,-116.9937
"1241591",33.6153,-117.0911
"1242106",33.9404,-117.3982
"1242659",33.7983,-117.0373
"1243032",38.6173,-121.3404
"1243302",38.635,-121.3611
"1244381",38.6429,-121.3059
"1245446",38.6375,-121.3446
"1245904",38.66,-121.1395
"1246982",38.6211,-121.3189
"1247105",38.5499,-121.4374
"1248109",38.0501,-121.7031
"1248137",38.6823,-121.1375
"1249167",38.5753,-121.34
"1250202",38.6754,-121.1556
"1250478",38.5804,-121.2812
"1250642",38.5121,-121.5204
"1250696",38.6762,-121.2518
"1251561",38.4441,-121.4019
"1251580",38.6619,-121.3002
"1252173",38.6571,-121.1219
"1252462",38.6958,-121.3308
"1253000",38.5905,-121.3935
"1253845",38.6271,-121.374
"1254190",34.4397,-119.8961
"1255264",34.45,-119.7
"1255302",34.9589,-120.4186
"1255489",34.6166,-120.1988
"1256387",34.5046,-119.7905
"1256722",34.4526,-119.7995
"1257677",34.9242,-120.4609
"1258096",34.4355,-119.7735
"1258227",37.3848,-122.0752
"1259306",37.2381,-121.8356
"1259386",37.3647,-122.0042
"1260459",37.305,-121.775
"1260601",37.2324,-121.9902
"1261457",37.092,-121.6324
"1261565",37.3543,-121.7955
"1262467",37.3775,-122.1
"1262503",37.2714,-121.8765
"1262657",37.2341,-121.8974
"1263642",37.319,-121.7887
"1264675",37.2733,-121.8664
"1264812",37.2748,-122.0227
"1265889",37.4516,-122.1486
"1265970",37.3086,-121.9272
"1266596",37.3859,-121.824
"1266732",37.3185,-121.9608
"1267790",37.156,-121.9875
"1268869",37.3865,-122.1355
"1269580",37.3344,-122.018
"1270564",37.1168,-121.6591
"1271545",37.1864,-121.5462
"1272220",37.2884,-121.8772
"1273167",37.1039,-121.8896
"1274125",37.0092,-121.577
"1274795",37.1725,-121.703
"1275874",37.3866,-122.0766
"1276016",37.1509,-121.9778
"1276372",36.9811,-121.572
"1276768",37.3451,-122.0836
"1276914",33.1472,-117.1316
"1277992",32.5738,-117.0625
"1278797",33.27,-117.2663
"1279875",32.8112,-116.9254
"1280914",33.0499,-117.2368
"1281909",33.1852,-117.1282
"1282935",32.7907,-116.987
"1284014",33.1055,-117.0482
"1285049",33.0757,-117.292
"1285980",32.9956,-117.0044
"1287059",32.6802,-116.7061
"1287564",33.2225,-116.3904
"1287892",32.8254,-117.2397
"1288935",32.6381,-116.9753
"1289930",33.2539,-117.3127
"1290575",32.9491,-117.0588
"1291565",33.0267,-117.2712
"1292384",32.6168,-117.0519
"1293440",33.2905,-116.9568
"1294508",32.7465,-117.1098
"1295488",32.8562,-116.9961
"1295790",32.8057,-117.0732
"1296738",32.8257,-117.2501
"1297808",33.1427,-117.3206
"1298119",33.0184,-117.0666
"1299198",33.2192,-117.2536
"1300220",32.7698,-116.9593
"1301296",32.6044,-117.0508
"1302154",32.8168,-117.0586
"1303183",32.9058,-116.6255
"1303878",33.0261,-117.0466
"1304930",33.0158,-116.8068
"1305938",32.8538,-116.6212
"1306782",32.7348,-117.2447
"1307760",33.0946,-117.2214
"1307930",33.1862,-117.2311
"1308658",33.1474,-117.0656
"1309494",32.8428,-117.2208
"1310465",32.7724,-116.9197
"1311261",33.1187,-117.3044
"1311870",33.0563,-116.9925
"1312690",32.7851,-117.1884
"1312718",33.3516,-117.2248
"1312785",33.0507,-116.8278
"1313776",33.0139,-117.1062
"1314797",33.2499,-117.2559
"1315876",32.9173,-117.1626
"1316937",32.7189,-117.0043
"1317383",33.1658,-117.3307
"1318420",32.7698,-116.9788
"1319496",33.1466,-117.2106
"1319777",33.0794,-117.2419
"1320854",33.0487,-117.2368
"1321071",32.7797,-116.9103
"1322137",32.6313,-117.0314
"1322529",33.3108,-117.0409
"1323608",32.9087,-116.888
"1324319",32.8651,-116.6175
"1325398",32.6447,-116.3478
"1326426",32.9557,-117.209
"1326768",32.7597,-117.0281
"1327708",33.1051,-117.1872
"1328415",33.0361,-117.0457
"1329482",32.7502,-117.2456
"1330523",33.1595,-117.1207
"1330961",32.6212,-116.1902
"1331913",32.8257,-117.1993
"1332976",33.0261,-117.1046
"1333237",33.0823,-117.0931
"1333727",32.7618,-116.9397
"1333898",33.1227,-117.2278
"1334563",33.2407,-117.1716
"1335033",33.1934,-116.2786
"1335938",32.7646,-117.0689
"1336788",32.9083,-116.6227
"1337593",32.7813,-117.1867
"1338412",32.6722,-116.2909
"1338710",33.1469,-117.05
"1339282",32.7221,-117.1327
"1340119",32.8737,-116.976
"1340648",32.7011,-117.0236
"1341201",32.9725,-117.265
"1341704",33.1311,-117.1081
"1342180",32.7358,-117.0483
"1342369",37.7834,-122.4701
"1342496",37.765,-122.4348
"1343564",37.7776,-122.4741
"1344103",40.3971,-122.276
"1344380",40.5239,-121.7957
"1345386",40.6104,-122.3802
"1346098",40.6721,-122.2913
"1347168",40.6261,-122.3585
"1348158",40.6235,-122.3536
"1349202",40.6075,-122.3472
"1349301",40.6312,-122.3584
"1349856",40.4785,-122.2606
"1350107",40.5318,-121.7011
"1350599",40.5181,-122.3692
"1351636",40.619,-122.376
"1351637",40.6024,-122.4007
"1352570",40.3777,-122.3392
"1352798",40.5195,-121.834
"1353176",40.6371,-122.2552
"1353396",40.5746,-122.3948
"1353970",40.4746,-122.4522
"1354142",40.6796,-121.8727
"1354322",40.5446,-122.1734
"1355344",40.4988,-121.8433
"1356230",40.4319,-121.9958
"1356674",40.4,-122.2936
"1356999",40.4472,-122.4089
"1357139",40.6699,-122.2564
"1357332",39.578,-120.383
"1357517",38.0627,-121.0079
"1358595",38.0381,-121.2547
"1359410",38.136,-121.3044
"1360485",37.9417,-121.2585
"1361548",37.7353,-121.4699
"1361944",38.0011,-121.3665
"1362950",37.7232,-121.4403
"1363116",41.4949,-122.3697
"1363948",41.5108,-122.9234
"1364191",41.7326,-122.6495
"1365181",41.7178,-122.5014
"1365291",41.3639,-122.3969
"1365804",41.2688,-123.3336
"1366859",41.9633,-121.923
"1367934",41.2988,-122.3031
"1368520",35.3805,-120.4525
"1369331",35.6218,-120.6932
"1369332",35.3295,-120.8324
"1370282",35.5034,-120.7376
"1370402",35.535,-120.8037
"1370558",35.5432,-121.0873
"1370639",35.3021,-120.6813
"1371134",35.155,-120.6103
"1371370",35.5554,-120.7011
"1371579",35.1554,-120.6691
"1371871",37.6121,-122.4825
"1372924",37.4766,-122.187
"1373196",37.5488,-122.2587
"1374274",37.463,-122.4408
"1375301",37.4931,-122.2399
"1376261",37.3819,-122.1976
"1376572",37.5842,-122.3976
"1376758",37.5185,-122.3432
"1377689",37.4777,-122.4454
"1378747",37.5504,-122.3295
"1378959",37.5085,-122.479
"1379249",37.455,-122.4383
"1380095",37.3754,-122.2637
"1381161",37.4744,-122.2337
"1381373",37.5684,-122.3012
"1382073",37.5838,-122.4792
"1382868",37.4637,-122.1372
"1383362",38.3522,-122.7274
"1383891",38.7367,-123.0982
"1384772",38.4514,-122.7577
"1385633",38.3852,-122.8928
"1385786",38.4323,-122.7455
"1385858",38.3753,-122.9035
"1386937",38.5551,-122.8227
"1387126",38.5317,-122.78
"1387778",38.3781,-122.7253
"1387963",38.4789,-122.744
"1388766",38.781,-122.963
"1389834",38.5258,-122.7772
"1389974",38.3663,-122.8037
"1390850",38.2334,-122.6563
"1390953",38.4713,-122.6552
"1391434",38.43,-122.7499
"1391439",38.3717,-122.8694
"1391520",38.511,-122.7192
"1391642",38.3842,-122.8191
"1392603",38.5617,-122.8055
"1392753",38.6934,-122.9627
"1393349",38.4728,-122.664
"1394112",38.464,-122.715
"1395155",38.5534,-122.7929
"1396218",38.3651,-122.5718
"1397141",38.3392,-122.7113
"1398203",38.6476,-122.9207
"1399234",38.799,-123.0277
"1399555",38.3451,-122.6812
"1399819",38.3778,-122.5343
"1400841",38.47,-122.6589
"1401068",38.3163,-122.4726
"1402047",38.3843,-122.8847
"1402221",38.3653,-122.9738
"1403277",38.7839,-122.9628
"1404342",38.4733,-122.8974
"1405397",38.3124,-123.0177
"1405820",38.5653,-123.2058
"1405959",38.5319,-123.1886
"1406988",38.4847,-123.0046
"1407329",38.3823,-122.5507
"1408148",38.515,-123.0779
"1408290",38.4351,-122.5515
"1408459",38.5616,-123.2005
"1408756",38.6179,-122.8731
"1408819",38.3899,-122.9119
"1408977",38.4699,-122.7333
"1410053",38.6605,-122.8639
"1410395",38.2858,-122.4562
"1410672",38.4492,-122.6691
"1411590",38.3918,-122.8501
"1412075",38.4262,-122.8214
"1412413",38.4777,-122.69
"1413328",38.513,-122.9992
"1413549",38.3717,-122.6499
"1413770",38.3116,-122.4753
"1414085",38.3351,-123.0473
"1414794",38.4392,-122.6029
"1415055",38.4129,-122.9559
"1415181",38.5085,-122.8857
"1415293",38.3138,-122.7038
"1415501",38.2964,-122.4882
"1415981",38.2401,-122.6508
"1416243",38.0695,-122.1555
"1416459",38.0576,-122.168
"1416460",38.0753,-122.1778
"1416630",38.4153,-122.0809
"1416639",38.0864,-122.157
"1416893",38.2215,-122.143
"1417966",38.0562,-122.1688
"1418143",38.1587,-122.1789
"1418261",38.3825,-122.0029
"1418452",34.3651,-117.6511
"1419129",34.1151,-117.6498
"1419344",34.5253,-117.4331
"1419390",34.5043,-117.1808
"1419746",34.1377,-117.5512
"1420155",34.0973,-116.3178
"1421234",34.1241,-116.0847
"1421344",34.2457,-117.2991
"1421418",34.2828,-116.3751
"1422488",34.8667,-117.0592
"1422547",34.0997,-116.4428
"1422555",34.4849,-117.6442
"1423525",34.556,-117.2111
"1423547",34.1442,-117.381
"1424593",34.1223,-117.5977
"1425672",34.9237,-117.0177
"1425793",34.2712,-116.9383
"1426861",34.0978,-116.2889
"1427433",34.1295,-116.3877
"1427932",34.0542,-117.0383
"1428966",34.1269,-116.3175
"1429570",34.4383,-117.4637
"1429642",34.1466,-117.6652
"1429759",34.4067,-116.9486
"1430758",34.1443,-117.6491
"1431361",34.195,-117.3502
"1432332",34.3753,-117.3351
"1432611",34.2468,-117.1713
"1433490",34.2479,-117.3059
"1433611",37.7892,-120.7518
"1434684",37.7819,-120.7769
"1434765",37.6931,-121.0565
"1435662",37.7945,-120.8239
"1435905",36.8393,-121.5375
"1436927",36.9306,-121.3704
"1437914",36.8422,-121.365
"1438990",36.8544,-121.4035
"1440005",36.9219,-121.3402
"1440489",36.9198,-121.3459
"1440976",39.1596,-121.7511
"1440998",37.0651,-122.2178
"1441125",37.1811,-122.0911
"1442147",37.0396,-122.0295
"1442149",36.9961,-121.8536
"1442153",37.0417,-122.0712
"1442320",37.0681,-122.1329
"1442369",37.0195,-121.95
"1442449",37.1693,-122.1641
"1443513",37.1051,-122.0468
"1444480",36.961,-121.9912
"1444481",37.0572,-121.9811
"1444553",37.0022,-121.9363
"1445611",37.0064,-122.075
"1445772",37.0124,-121.9008
"1445896",36.9796,-122.001
"1446318",37.1953,-122.1406
"1447260",37.1506,-122.1256
"1447550",37.068,-122.0672
"1447672",36.9714,-122.0349
"1447775",37.0556,-122.0334
"1448680",36.934,-121.7656
"1449425",36.945,-121.8508
"1449525",37.0976,-122.0487
"1449965",36.9857,-121.9009
"1450073",37.0635,-122.1514
"1450235",37.0991,-122.1443
"1450358",40.1788,-122.322
"1450527",40.1591,-122.3515
"1451531",40.287,-122.3333
"1451668",40.2242,-122.3603
"1451976",40.1576,-122.2362
"1452778",40.369,-122.2009
"1453278",40.2417,-122.2806
"1454334",40.2821,-122.3784
"1455366",40.1715,-122.3261
"1455573",40.341,-122.3018
"1456150",40.2145,-122.2429
"1457185",40.3071,-122.3472
"1457521",40.2283,-122.3345
"1457638",40.1111,-122.0838
"1457723",40.3579,-122.3416
"1458666",40.1237,-122.1747
"1459633",40.0443,-122.1719
"1459807",40.1943,-122.2048
"1460029",40.1611,-122.3461
"1461069",40.0923,-122.1111
"1461965",40.021,-122.1901
"1462953",40.0229,-122.0921
"1462954",40.0156,-122.5346
"1463689",39.9302,-122.415
"1463835",40.3524,-122.1996
"1464079",40.2992,-122.3684
"1464774",39.9214,-122.1585
"1465280",36.2133,-119.0885
"1465309",35.9499,-119.1495
"1465459",36.3153,-119.3176
"1466301",36.4584,-118.8858
"1467380",36.0933,-119.0506
"1468158",36.1113,-118.8248
"1469110",38.0239,-120.2533
"1469326",38.0417,-120.4247
"1469531",37.9919,-120.2374
"1470072",37.9848,-120.3195
"1470470",40.6326,-122.9777
"1471490",40.8768,-123.5302
"1471806",40.3209,-123.3755
"1472077",40.9859,-122.7036
"1472214",40.9826,-122.6965
"1473205",40.7697,-122.9197
"1473207",40.8902,-123.5613
"1473652",34.1772,-118.8984
"1474703",34.746,-119.1103
"1475665",34.2306,-118.8047
"1476588",34.2726,-119.2761
"1476601",34.4513,-119.2511
"1476695",34.2724,-118.7638
"1477013",34.2275,-119.0715
"1477441",34.2223,-118.8975
"1478003",34.2311,-119.0299
"1479078",34.181,-119.2142
"1479398",34.2149,-118.8367
"1480364",39.4518,-121.2801
"1481443",39.1727,-121.291
"1481451",39.2241,-121.594
"1482528",39.0135,-121.4243
"1482657",38.5425,-121.721
"1483677",38.5618,-121.7241
"1484739",38.5728,-121.8402
"1484741",38.5381,-121.7225
"1485277",38.5523,-121.7855
"1486341",38.6471,-121.7322
"1486879",38.5592,-121.7802
"1486902",38.5405,-121.7107
"1487116",38.5586,-121.778
"1488111",38.5592,-121.7162
"1489153",38.5613,-121.8522
"1490232",38.5744,-121.7512
"1491223",38.563,-121.7294
"1491698",34.6014,-86.5397
"1491801",34.9481,-86.6364
"1491841",34.805,-86.7619
"1492384",34.4344,-86.9153
"1492510",34.6389,-86.5436
"1492776",34.6286,-86.5561
"1492875",34.6614,-86.5575
"1493256",34.6444,-86.5056
"1493826",34.625,-86.5367
"1493969",34.6417,-86.3861
"1494165",34.77,-86.475
"1494330",34.6544,-86.5617
"1494803",34.7444,-86.76
"1494860",34.9047,-86.3561
"1494881",34.9189,-86.7836
"1494963",34.9542,-86.4506
"1495308",34.7411,-86.7697
"1495521",34.7058,-86.7503
"1496040",34.7917,-86.7239
"1496149",34.8567,-86.685
"1496334",34.7806,-86.8644
"1496875",34.7981,-86.7047
"1497431",35.0114,-86.8392
"1497715",34.7756,-86.7803
"1497964",34.8183,-86.505
"1498014",34.7911,-86.9092
"1498152",34.6636,-86.5311
"1498163",34.849,-87.449
"1498261",39.8612,-104.9382
"1499255",39.9448,-104.9476
"1499271",39.9417,-104.9353
"1499655",39.8782,-105.0364
"1500731",39.9752,-104.7909
"1501801",39.8261,-105.0414
"1502874",39.8985,-104.9911
"1503799",39.9223,-104.9554
"1504878",39.8786,-104.9246
"1505906",39.9844,-104.8134
"1506894",39.9714,-104.8683
"1507463",39.7515,-104.587
"1507524",39.7517,-104.8543
"1508597",39.8192,-104.9453
"1509040",39.8981,-105.0452
"1509221",39.782,-104.4972
"1509892",39.7492,-104.1538
"1510040",39.8704,-104.9705
"1510093",39.8964,-105.0276
"1511085",39.7423,-104.8194
"1511878",39.8695,-105.026
"1512559",39.9084,-104.9673
"1512620",39.8846,-105.0156
"1512627",39.9608,-104.76
"1512645",39.7523,-104.8619
"1512879",39.9468,-104.7467
"1512930",39.9556,-104.3778
"1512974",39.903,-104.9854
"1513521",39.9791,-104.8028
"1514513",39.8162,-104.9365
"1514912",39.926,-104.9274
"1514913",39.9875,-104.6539
"1515418",39.7419,-104.3229
"1515450",39.9839,-104.8081
"1516476",39.9475,-104.938
"1516582",39.9942,-104.9663
"1517276",39.7494,-104.319
"1517369",39.8742,-105.0384
"1517434",39.9674,-104.8936
"1518509",39.7551,-104.3389
"1518817",39.8489,-105.0403
"1519185",39.7934,-105.0333
"1519420",39.9322,-104.9231
"1519661",37.5089,-105.9736
"1520727",37.4997,-105.8044
"1520746",37.6517,-105.5794
"1521765",37.5363,-105.9655
"1521774",37.4795,-105.8548
"1522799",37.6497,-105.5737
"1523672",37.4842,-105.8738
"1524621",37.6337,-105.548
"1525688",37.6442,-105.558
"1526455",37.4794,-105.8449
"1526951",39.6025,-104.9762
"1528026",39.7237,-104.8568
"1528322",39.714,-104.2252
"1528365",39.6615,-104.995
"1528531",39.5973,-104.468
"1529546",39.6763,-104.4056
"1530381",39.5845,-104.764
"1531460",39.6155,-104.7785
"1531533",39.6693,-104.822
"1532587",39.6792,-104.8809
"1533644",39.6197,-104.7892
"1533894",39.6429,-104.9972
"1534325",39.6055,-104.9359
"1535335",39.6256,-104.7137
"1536327",39.5719,-104.8835
"1536329",39.6783,-104.8583
"1536787",39.5996,-104.1751
"1537084",39.696,-104.56
"1537095",39.5905,-104.9427
"1537319",39.6192,-104.7237
"1538338",39.6247,-104.2886
"1538471",39.5904,-105.0117
"1539298",39.5753,-104.9746
"1540314",39.6113,-104.0438
"1540402",39.6913,-104.0484
"1540481",39.5649,-104.3349
"1540641",39.5744,-104.7122
"1541592",39.619,-104.7665
"1541715",39.609,-104.9822
"1542455",39.6615,-104.9207
"1543003",39.6888,-104.7965
"1543038",39.6879,-104.7063
"1543985",39.659,-104.533
"1544100",39.649,-104.7758
"1544893",39.6417,-104.7685
"1545114",39.6942,-104.8525
"1545818",39.6442,-104.8207
"1545847",39.647,-104.7624
"1546900",39.6724,-104.7609
"1547260",39.6947,-104.8239
"1548293",39.6526,-104.8237
"1549351",39.5662,-104.7334
"1549860",39.6718,-104.8407
"1549955",39.6488,-104.7662
"1549981",39.6124,-105.0331
"1550971",39.5662,-104.7317
"1552017",39.6114,-104.9966
"1552879",39.627,-104.9978
"1552889",39.6671,-104.9898
"1553477",39.5978,-105.0114
"1553810",39.5937,-104.9773
"1553861",39.6798,-104.858
"1554651",39.6303,-104.7084
"1555450",39.6896,-104.7757
"1556423",39.6059,-104.6111
"1557170",39.574,-104.7167
"1557651",39.5703,-104.926
"1557762",39.6765,-104.194
"1557895",39.6624,-104.8128
"1558713",39.6333,-105.0358
"1558836",39.6671,-104.9824
"1559048",39.6045,-104.932
"1559794",39.5686,-104.7129
"1560079",39.6563,-104.783
"1560671",39.635,-105.0298
"1561057",39.599,-104.7376
"1561299",37.2805,-107.0938
"1561781",37.248,-107.0293
"1562665",37.2568,-107.0172
"1562741",37.2689,-107.0632
"1562974",37.0722,-106.9068
"1563234",37.2587,-107.1069
"1563755",37.25,-107.1762
"1564017",37.1782,-102.4708
"1564985",37.3663,-103.0503
"1565096",37.0181,-102.404
"1565464",37.4833,-103.0724
"1566455",37.3087,-102.3016
"1566575",37.4114,-102.6226
"1567559",37.3835,-102.5872
"1567948",37.222,-102.0573
"1569021",37.0201,-102.3228
"1569176",37.5092,-102.7152
"1569518",38.1408,-103.1058
"1570495",38.114,-102.7456
"1570496",39.935,-105.0845
"1571525",39.9941,-105.2573
"1572590",39.9925,-105.1057
"1573656",40.0311,-105.2883
"1574663",39.9922,-105.2647
"1575723",39.9914,-105.098
"1576246",40.0046,-105.1715
"1576433",40.1869,-105.5002
"1577502",39.9915,-105.2403
"1578580",39.9645,-105.5196
"1578751",40.0397,-105.2778
"1578916",39.9742,-105.152
"1579132",39.9707,-105.2505
"1580199",39.9714,-105.3968
"1581244",40.0686,-105.1813
"1581253",39.9996,-105.1794
"1582246",40.0242,-105.2689
"1583324",39.986,-105.4848
"1584236",40.0786,-105.1808
"1584248",40.0206,-105.1784
"1584294",40.1951,-105.1323
"1585302",40.1458,-105.1565
"1585327",39.9588,-105.5026
"1585708",40.1998,-105.1785
"1586581",39.9771,-105.4253
"1587626",40.1853,-105.0636
"1587669",40.1832,-105.1516
"1587921",40.0132,-105.2064
"1588470",39.9873,-105.1703
"1589466",40.2494,-105.2646
"1590492",40.2001,-105.1087
"1591571",40.138,-105.1475
"1591705",40.2263,-105.2667
"1592782",40.1945,-105.0905
"1593851",40.1421,-105.1179
"1594329",40.0395,-105.3275
"1594883",40.0613,-105.2858
"1595492",40.0124,-105.2307
"1596475",40.1103,-105.4391
"1597527",40.1885,-105.3864
"1598024",40.0591,-105.1717
"1599005",40.0172,-105.1353
"1600054",40.0802,-105.3591
"1600890",39.9733,-105.4279
"1601815",39.9572,-105.1865
"1601872",40.0026,-105.4719
"1602341",40.102,-105.1987
"1603418",40.1994,-105.0766
"1603864",40.1778,-105.1378
"1604770",40.1802,-105.1541
"1605157",39.9893,-105.1111
"1606187",40.0374,-105.0799
"1607017",39.9646,-105.2362
"1607439",40.0414,-105.0729
"1608493",39.977,-105.2576
"1609571",40.0326,-105.2463
"1610268",40.0177,-105.1288
"1611227",40.1499,-105.152
"1611870",39.9892,-105.445
"1612633",39.9908,-105.2557
"1613677",39.9838,-105.2433
"1613780",40.1369,-105.1554
"1614291",40.1044,-105.1439
"1614645",40.1457,-105.3905
"1614682",40.0511,-105.3747
"1614741",39.966,-105.5125
"1615712",40.144,-105.1737
"1616296",40.0455,-105.2679
"1616326",40.1043,-105.1605
"1617380",40.138,-105.1652
"1617408",40.2024,-105.1114
"1617416",39.9837,-105.1492
"1618419",40.0839,-105.3689
"1619420",39.9953,-105.1247
"1619462",40.0433,-105.2551
"1619514",39.9279,-105.1542
"1619765",40.0027,-105.141
"1619973",40.1848,-105.082
"1621030",39.9769,-105.1474
"1621256",39.995,-105.4743
"1622246",40.1697,-105.0779
"1623254",39.9844,-105.149
"1623377",40.0022,-105.0851
"1623531",39.9901,-105.1225
"1623662",39.9781,-105.2411
"1623689",40.1912,-105.48
"1624048",39.9389,-105.4749
"1624743",39.9326,-105.1619
"1624968",40.0239,-105.2893
"1625554",40.1939,-105.0756
"1625717",40.0313,-105.2924
"1626485",40.2327,-105.5275
"1626851",40.1291,-105.2899
"1627570",40.0334,-105.2109
"1628275",39.9811,-105.1063
"1628517",40.0102,-105.2355
"1629244",39.9893,-105.1385
"1629430",39.9944,-105.2554
"1629595",40.179,-105.0779
"1629698",39.9928,-105.2443
"1629948",40.0537,-105.3025
"1630294",40.1404,-105.149
"1630613",40.0273,-105.2913
"1630906",39.9954,-105.2822
"1631226",40.1725,-105.1174
"1631544",40.0287,-105.1655
"1631864",40.0589,-105.1844
"1632216",40.0451,-105.2606
"1632396",40.0051,-105.257
"1632766",40.0006,-105.2404
"1633037",40.068,-105.1863
"1633305",39.9911,-105.2518
"1633529",40.0444,-105.2852
"1633901",39.9897,-105.1535
"1634011",40.0361,-105.0772
"1634336",39.997,-105.2672
"1634683",40.0318,-105.2397
"1634833",40.0995,-105.1685
"1634960",40.0345,-105.2407
"1635304",39.9921,-105.0856
"1635575",39.9806,-105.2497
"1635890",40.0456,-105.2754
"1636283",39.9917,-105.1336
"1636562",40.0739,-105.186
"1636897",40.0165,-105.0949
"1637005",40.0067,-105.2021
"1637187",40.0601,-105.2437
"1637546",40.1086,-105.1464
"1637729",39.976,-105.2371
"1638067",40.0363,-105.3357
"1638187",40.0347,-105.2736
"1638503",39.9986,-105.2722
"1638640",40.0422,-105.2556
"1638844",40.0225,-105.2899
"1638953",40.0359,-105.2766
"1639170",40.0296,-105.2852
"1639355",40.0014,-105.1187
"1639546",39.939,-105.0826
"1640545",39.9513,-105.0329
"1640945",39.9271,-105.0743
"1641018",39.9338,-105.0916
"1641024",39.9221,-105.0319
"1641457",39.9881,-105.0453
"1642506",39.9317,-105.0809
"1642512",39.9264,-105.0379
"1643022",39.9322,-105.0682
"1643744",39.61,-105.44
"1644793",39.6391,-105.4128
"1645835",39.7612,-105.6806
"1646541",39.6782,-105.4735
"1646862",39.7297,-105.5406
"1647087",39.6397,-105.4068
"1648049",39.6474,-105.4045
"1649035",39.6525,-105.4724
"1649239",39.6871,-105.4066
"1649969",38.9606,-106.2029
"1650918",38.8543,-106.1556
"1651519",38.5385,-106.0018
"1651695",38.6198,-106.1286
"1652738",38.7301,-106.1328
"1653445",38.5432,-106.1924
"1654480",38.6597,-106.1093
"1654507",38.8579,-106.2085
"1655420",39.0231,-106.2449
"1655698",38.8362,-106.1561
"1655896",38.909,-106.175
"1655909",38.6264,-106.1198
"1656939",38.6815,-106.1178
"1657554",38.7079,-106.1068
"1657807",38.5393,-106.0031
"1658081",38.5279,-105.9849
"1658746",38.8462,-106.129
"1658940",38.8373,-106.1506
"1659125",38.716,-106.1105
"1659371",38.5089,-106.0147
"1659590",38.8911,-106.1982
"1659814",38.7103,-102.2083
"1659873",38.7263,-102.7581
"1660035",38.8419,-102.3493
"1660607",38.8218,-102.3636
"1661662",38.6542,-102.6579
"1662078",38.9594,-102.1005
"1662266",38.8192,-102.3472
"1662383",38.8018,-102.2216
"1662844",38.8143,-102.3438
"1663418",37.2946,-106.0699
"1663998",38.1935,-103.854
"1664219",38.1902,-104.023
"1665255",38.2207,-103.733
